,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
11,New York,New York,40.6943,-73.9249,United States,US,USA,New York,,18972871.0,1840034016
33,Los Angeles,Los Angeles,34.1141,-118.4068,United States,US,USA,California,,12121244.0,1840020491
55,Chicago,Chicago,41.8375,-87.6866,United States,US,USA,Illinois,,8595181.0,1840000494
100,Miami,Miami,25.784,-80.2101,United States,US,USA,Florida,,5711945.0,1840015149
104,Dallas,Dallas,32.7935,-96.7667,United States,US,USA,Texas,,5668165.0,1840019440
105,Houston,Houston,29.786,-95.3885,United States,US,USA,Texas,,5650910.0,1840020925
115,Philadelphia,Philadelphia,40.0077,-75.1339,United States,US,USA,Pennsylvania,,5512873.0,1840000673
134,Atlanta,Atlanta,33.7628,-84.422,United States,US,USA,Georgia,admin,5046555.0,1840013660
149,Washington,Washington,38.9047,-77.0163,United States,US,USA,District of Columbia,primary,4810669.0,1840006060
180,Boston,Boston,42.3188,-71.0852,United States,US,USA,Massachusetts,admin,4208580.0,1840000455
187,Phoenix,Phoenix,33.5722,-112.0892,United States,US,USA,Arizona,admin,4047095.0,1840020568
219,Detroit,Detroit,42.3834,-83.1024,United States,US,USA,Michigan,,3522856.0,1840003971
223,Seattle,Seattle,47.6211,-122.3244,United States,US,USA,Washington,,3438221.0,1840021117
237,San Francisco,San Francisco,37.7558,-122.4449,United States,US,USA,California,,3290197.0,1840021543
253,San Diego,San Diego,32.8313,-117.1222,United States,US,USA,California,,3084174.0,1840021990
286,Minneapolis,Minneapolis,44.9635,-93.2678,United States,US,USA,Minnesota,,2856952.0,1840007830
291,Brooklyn,Brooklyn,40.6501,-73.9496,United States,US,USA,New York,,2736074.0,1840034030
303,Tampa,Tampa,27.9945,-82.4447,United States,US,USA,Florida,,2683956.0,1840015982
308,Denver,Denver,39.762,-104.8758,United States,US,USA,Colorado,admin,2650725.0,1840018789
352,Queens,Queens,40.7498,-73.7976,United States,US,USA,New York,,2405464.0,1840034002
379,Baltimore,Baltimore,39.3051,-76.6144,United States,US,USA,Maryland,,2205092.0,1840001592
386,Las Vegas,Las Vegas,36.2333,-115.2654,United States,US,USA,Nevada,,2150373.0,1840020364
397,St. Louis,St. Louis,38.6359,-90.2451,United States,US,USA,Missouri,,2092481.0,1840001651
402,Portland,Portland,45.5371,-122.65,United States,US,USA,Oregon,,2036875.0,1840019941
408,Riverside,Riverside,33.9381,-117.3949,United States,US,USA,California,,2022285.0,1840020551
424,Orlando,Orlando,28.4773,-81.337,United States,US,USA,Florida,,1927699.0,1840015099
426,Sacramento,Sacramento,38.5677,-121.4685,United States,US,USA,California,admin,1924167.0,1840021491
429,San Antonio,San Antonio,29.4632,-98.5238,United States,US,USA,Texas,,1910785.0,1840022220
460,San Jose,San Jose,37.3012,-121.848,United States,US,USA,California,,1729879.0,1840021570
463,Pittsburgh,Pittsburgh,40.4397,-79.9763,United States,US,USA,Pennsylvania,,1720279.0,1840001254
465,Cincinnati,Cincinnati,39.1413,-84.506,United States,US,USA,Ohio,,1712287.0,1840003814
469,Manhattan,Manhattan,40.7834,-73.9662,United States,US,USA,New York,,1694263.0,1840034000
474,Cleveland,Cleveland,41.4764,-81.6805,United States,US,USA,Ohio,,1683059.0,1840000596
482,Indianapolis,Indianapolis,39.7771,-86.1458,United States,US,USA,Indiana,admin,1659305.0,1840030084
483,Austin,Austin,30.3005,-97.7522,United States,US,USA,Texas,admin,1659251.0,1840019590
485,Kansas City,Kansas City,39.1238,-94.5541,United States,US,USA,Missouri,,1644497.0,1840008535
507,Columbus,Columbus,39.9862,-82.9855,United States,US,USA,Ohio,admin,1556848.0,1840003760
516,Charlotte,Charlotte,35.2083,-80.8303,United States,US,USA,North Carolina,,1516107.0,1840014557
525,Virginia Beach,Virginia Beach,36.7335,-76.0435,United States,US,USA,Virginia,,1500764.0,1840003871
535,Bronx,Bronx,40.8501,-73.8662,United States,US,USA,New York,,1472654.0,1840033999
572,Milwaukee,Milwaukee,43.0642,-87.9675,United States,US,USA,Wisconsin,,1340981.0,1840003046
604,Providence,Providence,41.823,-71.4187,United States,US,USA,Rhode Island,admin,1270149.0,1840003289
626,Jacksonville,Jacksonville,30.3322,-81.6749,United States,US,USA,Florida,,1220191.0,1840015031
676,Salt Lake City,Salt Lake City,40.7776,-111.9311,United States,US,USA,Utah,admin,1135344.0,1840021383
692,Nashville,Nashville,36.1715,-86.7842,United States,US,USA,Tennessee,admin,1098486.0,1840036155
722,Raleigh,Raleigh,35.8324,-78.6429,United States,US,USA,North Carolina,admin,1062018.0,1840014497
737,Memphis,Memphis,35.1087,-89.9663,United States,US,USA,Tennessee,,1034498.0,1840015457
752,Louisville,Louisville,38.1663,-85.6485,United States,US,USA,Kentucky,,1022630.0,1840030815
761,Richmond,Richmond,37.5295,-77.4756,United States,US,USA,Virginia,admin,1008069.0,1840001698
763,Buffalo,Buffalo,42.9018,-78.8487,United States,US,USA,New York,,1004655.0,1840000386
913,Oklahoma City,Oklahoma City,35.4676,-97.5136,United States,US,USA,Oklahoma,admin,994284.0,1840020428
928,Bridgeport,Bridgeport,41.1918,-73.1954,United States,US,USA,Connecticut,,975078.0,1840004836
960,New Orleans,New Orleans,30.0687,-89.9288,United States,US,USA,Louisiana,,925443.0,1840001839
976,Fort Worth,Fort Worth,32.7817,-97.3474,United States,US,USA,Texas,,908469.0,1840020696
977,Hartford,Hartford,41.7661,-72.6834,United States,US,USA,Connecticut,admin,907046.0,1840004773
1004,Tucson,Tucson,32.1541,-110.8787,United States,US,USA,Arizona,,875284.0,1840022101
1040,Honolulu,Honolulu,21.3294,-157.846,United States,US,USA,Hawaii,admin,835291.0,1840013305
1065,McAllen,McAllen,26.2252,-98.2467,United States,US,USA,Texas,,809002.0,1840021024
1067,Omaha,Omaha,41.2627,-96.0529,United States,US,USA,Nebraska,,806485.0,1840009315
1077,El Paso,El Paso,31.8476,-106.43,United States,US,USA,Texas,,794344.0,1840023252
1080,Hempstead,Hempstead,40.6629,-73.6089,United States,US,USA,New York,,791018.0,1840005293
1104,Albuquerque,Albuquerque,35.1054,-106.6465,United States,US,USA,New Mexico,,765693.0,1840019176
1140,Rochester,Rochester,43.168,-77.6162,United States,US,USA,New York,,737309.0,1840000373
1153,Sarasota,Sarasota,27.3387,-82.5432,United States,US,USA,Florida,,727388.0,1840015988
1164,Fresno,Fresno,36.783,-119.7939,United States,US,USA,California,,719558.0,1840020319
1170,Tulsa,Tulsa,36.1283,-95.9042,United States,US,USA,Oklahoma,,715983.0,1840021672
1174,Allentown,Allentown,40.5961,-75.4756,United States,US,USA,Pennsylvania,,714136.0,1840001044
1181,Dayton,Dayton,39.7805,-84.2003,United States,US,USA,Ohio,,709300.0,1840034249
1187,Birmingham,Birmingham,33.5279,-86.7971,United States,US,USA,Alabama,,704676.0,1840006507
1214,Charleston,Charleston,32.8168,-79.9687,United States,US,USA,South Carolina,,685517.0,1840015163
1218,Cape Coral,Cape Coral,26.6443,-81.9957,United States,US,USA,Florida,,682773.0,1840015130
1284,Columbia,Columbia,34.0378,-80.9036,United States,US,USA,South Carolina,admin,640502.0,1840014730
1285,Concord,Concord,37.9722,-122.0016,United States,US,USA,California,,640270.0,1840018905
1301,Colorado Springs,Colorado Springs,38.8674,-104.7605,United States,US,USA,Colorado,,628808.0,1840018825
1322,Springfield,Springfield,42.1155,-72.5395,United States,US,USA,Massachusetts,,620494.0,1840000466
1323,Knoxville,Knoxville,35.9692,-83.9496,United States,US,USA,Tennessee,,619925.0,1840014486
1337,Baton Rouge,Baton Rouge,30.442,-91.1311,United States,US,USA,Louisiana,admin,610751.0,1840013941
1340,Ogden,Ogden,41.2279,-111.9682,United States,US,USA,Utah,,608259.0,1840020135
1349,Grand Rapids,Grand Rapids,42.9619,-85.6562,United States,US,USA,Michigan,,604311.0,1840002928
1351,Albany,Albany,42.6664,-73.7987,United States,US,USA,New York,admin,604077.0,1840000417
1372,Bakersfield,Bakersfield,35.3529,-119.0359,United States,US,USA,California,,590845.0,1840019148
1376,Mission Viejo,Mission Viejo,33.6096,-117.6551,United States,US,USA,California,,588540.0,1840020580
1378,New Haven,New Haven,41.3113,-72.9246,United States,US,USA,Connecticut,,587648.0,1840004850
1401,Worcester,Worcester,42.2705,-71.8079,United States,US,USA,Massachusetts,,573573.0,1840000434
1437,Provo,Provo,40.2457,-111.6457,United States,US,USA,Utah,,551645.0,1840020174
1447,Akron,Akron,41.0798,-81.5219,United States,US,USA,Ohio,,546549.0,1840000791
1485,Palm Bay,Palm Bay,27.9631,-80.6593,United States,US,USA,Florida,,528322.0,1840015094
1518,Des Moines,Des Moines,41.5725,-93.6105,United States,US,USA,Iowa,admin,514654.0,1840007069
1533,Murrieta,Murrieta,33.5719,-117.1909,United States,US,USA,California,,509526.0,1840020553
1569,Mesa,Mesa,33.4015,-111.7178,United States,US,USA,Arizona,,497752.0,1840020566
1578,Staten Island,Staten Island,40.5834,-74.1496,United States,US,USA,New York,,495747.0,1840034032
1588,Wichita,Wichita,37.6895,-97.3443,United States,US,USA,Kansas,,491916.0,1840001686
1592,Toledo,Toledo,41.6638,-83.5827,United States,US,USA,Ohio,,490832.0,1840000572
1600,Brookhaven,Brookhaven,40.832,-72.9517,United States,US,USA,New York,,485984.0,1840057464
1631,Harrisburg,Harrisburg,40.2752,-76.8843,United States,US,USA,Pennsylvania,admin,472261.0,1840001288
1643,Port St. Lucie,Port St. Lucie,27.2796,-80.3884,United States,US,USA,Florida,,468979.0,1840015119
1652,Long Beach,Long Beach,33.7977,-118.167,United States,US,USA,California,,466565.0,1840020490
1658,Reno,Reno,39.5497,-119.8483,United States,US,USA,Nevada,,463328.0,1840020121
1662,Madison,Madison,43.0822,-89.393,United States,US,USA,Wisconsin,admin,461778.0,1840002915
1673,Little Rock,Little Rock,34.7256,-92.3577,United States,US,USA,Arkansas,admin,457379.0,1840015509
1689,Greenville,Greenville,34.8354,-82.3646,United States,US,USA,South Carolina,,450487.0,1840013501
1699,Denton,Denton,33.2175,-97.1418,United States,US,USA,Texas,,445814.0,1840019390
1713,Spokane,Spokane,47.6671,-117.433,United States,US,USA,Washington,,440270.0,1840021093
1721,Oakland,Oakland,37.7904,-122.2166,United States,US,USA,California,,437548.0,1840020296
1740,Lancaster,Lancaster,40.042,-76.3012,United States,US,USA,Pennsylvania,,430621.0,1840003718
1760,Poughkeepsie,Poughkeepsie,41.695,-73.9211,United States,US,USA,New York,,423386.0,1840000500
1762,Boise,Boise,43.6005,-116.2308,United States,US,USA,Idaho,admin,422665.0,1840027142
1771,Winston-Salem,Winston-Salem,36.1029,-80.261,United States,US,USA,North Carolina,,420400.0,1840015324
1784,Syracuse,Syracuse,43.0407,-76.1437,United States,US,USA,New York,,418875.0,1840000378
1811,Augusta,Augusta,33.3645,-82.0708,United States,US,USA,Georgia,,409668.0,1840029462
1822,Stockton,Stockton,37.9765,-121.3109,United States,US,USA,California,,406822.0,1840021517
1829,Palm Coast,Palm Coast,29.5389,-81.2457,United States,US,USA,Florida,,403834.0,1840015064
1830,Chattanooga,Chattanooga,35.066,-85.2481,United States,US,USA,Tennessee,,403233.0,1840014569
1840,Kissimmee,Kissimmee,28.3041,-81.4169,United States,US,USA,Florida,,399929.0,1840015109
1841,Durham,Durham,35.9792,-78.9022,United States,US,USA,North Carolina,,399762.0,1840013364
1868,Arlington,Arlington,32.6998,-97.125,United States,US,USA,Texas,,392304.0,1840019422
1879,Victorville,Victorville,34.5277,-117.3536,United States,US,USA,California,,389060.0,1840021731
1905,Aurora,Aurora,39.7083,-104.7237,United States,US,USA,Colorado,,383496.0,1840018794
1907,Modesto,Modesto,37.6375,-121.0028,United States,US,USA,California,,382994.0,1840020287
1914,Lancaster,Lancaster,34.6935,-118.1753,United States,US,USA,California,,381732.0,1840020516
1915,Fayetteville,Fayetteville,36.0714,-94.1661,United States,US,USA,Arkansas,,381636.0,1840013368
1927,Scranton,Scranton,41.4044,-75.6649,United States,US,USA,Pennsylvania,,376974.0,1840003389
1968,Oxnard,Oxnard,34.1964,-119.1815,United States,US,USA,California,,366330.0,1840020474
1977,Youngstown,Youngstown,41.0993,-80.6463,United States,US,USA,Ohio,,363541.0,1840003563
1986,Indio,Indio,33.7346,-116.2346,United States,US,USA,California,,361831.0,1840019304
1993,Pensacola,Pensacola,30.4413,-87.1911,United States,US,USA,Florida,,360711.0,1840015005
2064,Anaheim,Anaheim,33.839,-117.8574,United States,US,USA,California,,348204.0,1840019322
2067,Bonita Springs,Bonita Springs,26.3558,-81.7859,United States,US,USA,Florida,,347581.0,1840014227
2080,Greensboro,Greensboro,36.0956,-79.8271,United States,US,USA,North Carolina,,345270.0,1840013356
2106,Islip,Islip,40.7385,-73.1888,United States,US,USA,New York,,339596.0,1840058203
2111,Huntsville,Huntsville,34.6981,-86.6412,United States,US,USA,Alabama,,339136.0,1840005061
2138,Corpus Christi,Corpus Christi,27.7254,-97.3767,United States,US,USA,Texas,,333764.0,1840019718
2154,Fort Wayne,Fort Wayne,41.0888,-85.1436,United States,US,USA,Indiana,,330305.0,1840008261
2163,Fayetteville,Fayetteville,35.085,-78.9772,United States,US,USA,North Carolina,,328827.0,1840013490
2167,Ann Arbor,Ann Arbor,42.2759,-83.731,United States,US,USA,Michigan,,327814.0,1840003172
2174,Jackson,Jackson,32.3157,-90.2125,United States,US,USA,Mississippi,admin,326977.0,1840014895
2199,Antioch,Antioch,37.9787,-121.796,United States,US,USA,California,,322796.0,1840018903
2204,Mobile,Mobile,30.6782,-88.1162,United States,US,USA,Alabama,,322079.0,1840006009
2208,Lexington,Lexington,38.0423,-84.4587,United States,US,USA,Kentucky,,321354.0,1840015211
2238,Asheville,Asheville,35.5707,-82.5537,United States,US,USA,North Carolina,,316694.0,1840013411
2240,Trenton,Trenton,40.2237,-74.7641,United States,US,USA,New Jersey,admin,316436.0,1840001383
2248,Santa Rosa,Santa Rosa,38.4458,-122.7067,United States,US,USA,California,,314196.0,1840021488
2253,Santa Ana,Santa Ana,33.7367,-117.8819,United States,US,USA,California,,313818.0,1840021964
2259,Lansing,Lansing,42.7142,-84.5601,United States,US,USA,Michigan,admin,312829.0,1840003102
2272,Henderson,Henderson,36.0133,-115.0381,United States,US,USA,Nevada,,311250.0,1840020361
2279,St. Paul,St. Paul,44.9478,-93.1039,United States,US,USA,Minnesota,admin,309751.0,1840008940
2283,Lakeland,Lakeland,28.0557,-81.9545,United States,US,USA,Florida,,308994.0,1840015108
2299,Newark,Newark,40.7245,-74.1725,United States,US,USA,New Jersey,,306247.0,1840002791
2323,Fort Collins,Fort Collins,40.5477,-105.0656,United States,US,USA,Colorado,,301596.0,1840020151
2331,Oyster Bay,Oyster Bay,40.7846,-73.514,United States,US,USA,New York,,300743.0,1840058379
2349,Reading,Reading,40.34,-75.9267,United States,US,USA,Pennsylvania,,299068.0,1840001185
2350,Springfield,Springfield,37.1943,-93.2916,United States,US,USA,Missouri,,298722.0,1840009904
2359,Irvine,Irvine,33.6772,-117.7738,United States,US,USA,California,,297868.0,1840019325
2389,Anchorage,Anchorage,61.1508,-149.1091,United States,US,USA,Alaska,,292545.0,1840023385
2390,The Woodlands,The Woodlands,30.1738,-95.5134,United States,US,USA,Texas,,292380.0,1840019585
2398,South Bend,South Bend,41.6767,-86.2696,United States,US,USA,Indiana,,290915.0,1840009241
2406,Rockford,Rockford,42.2596,-89.064,United States,US,USA,Illinois,,289763.0,1840009132
2407,Savannah,Savannah,32.0286,-81.1821,United States,US,USA,Georgia,,289607.0,1840015830
2413,Lincoln,Lincoln,40.8099,-96.6784,United States,US,USA,Nebraska,admin,289136.0,1840009357
2422,Jersey City,Jersey City,40.7184,-74.0686,United States,US,USA,New Jersey,,287146.0,1840003600
2424,Round Lake Beach,Round Lake Beach,42.3791,-88.0811,United States,US,USA,Illinois,,287012.0,1840011171
2431,Flint,Flint,43.0236,-83.6921,United States,US,USA,Michigan,,286324.0,1840002949
2434,Shreveport,Shreveport,32.4653,-93.7955,United States,US,USA,Louisiana,,286200.0,1840015768
2455,Plano,Plano,33.0502,-96.7486,United States,US,USA,Texas,,282181.0,1840020662
2462,Myrtle Beach,Myrtle Beach,33.7094,-78.8844,United States,US,USA,South Carolina,,281180.0,1840014717
2470,Davenport,Davenport,41.5565,-90.6053,United States,US,USA,Iowa,,280282.0,1840007081
2487,Canton,Canton,40.8078,-81.3676,United States,US,USA,Ohio,,277741.0,1840000963
2498,Santa Clarita,Santa Clarita,34.4175,-118.4964,United States,US,USA,California,,275230.0,1840021864
2502,Chula Vista,Chula Vista,32.6281,-117.0144,United States,US,USA,California,,274818.0,1840019350
2510,Eugene,Eugene,44.0564,-123.1174,United States,US,USA,Oregon,,273904.0,1840020007
2519,Chandler,Chandler,33.2825,-111.8514,United States,US,USA,Arizona,,272439.0,1840019309
2547,Salem,Salem,44.9233,-123.0244,United States,US,USA,Oregon,admin,268634.0,1840021224
2580,Concord,Concord,35.3933,-80.6369,United States,US,USA,North Carolina,,264492.0,1840014559
2597,Gilbert,Gilbert,33.31,-111.7463,United States,US,USA,Arizona,,262249.0,1840021947
2599,Columbus,Columbus,32.51,-84.8771,United States,US,USA,Georgia,,262061.0,1840014887
2614,Lubbock,Lubbock,33.5657,-101.8879,United States,US,USA,Texas,,259946.0,1840020604
2617,North Las Vegas,North Las Vegas,36.2883,-115.0888,United States,US,USA,Nevada,,259638.0,1840020363
2626,St. Petersburg,St. Petersburg,27.7931,-82.6652,United States,US,USA,Florida,,258245.0,1840015977
2630,Tallahassee,Tallahassee,30.4551,-84.2527,United States,US,USA,Florida,admin,257648.0,1840015913
2638,Laredo,Laredo,27.5625,-99.4874,United States,US,USA,Texas,,256748.0,1840021002
2649,Peoria,Peoria,40.752,-89.6154,United States,US,USA,Illinois,,255718.0,1840009373
2664,Avondale,Avondale,33.3873,-112.3235,United States,US,USA,Arizona,,254537.0,1840019310
2665,Lafayette,Lafayette,30.2082,-92.0325,United States,US,USA,Louisiana,,254286.0,1840015044
2667,Irving,Irving,32.8583,-96.9702,United States,US,USA,Texas,,254184.0,1840019438
2669,Montgomery,Montgomery,32.3482,-86.2668,United States,US,USA,Alabama,admin,253711.0,1840008353
2713,Visalia,Visalia,36.3276,-119.3269,United States,US,USA,California,,249804.0,1840021639
2722,McKinney,McKinney,33.2016,-96.667,United States,US,USA,Texas,,248840.0,1840020657
2738,Wilmington,Wilmington,34.2099,-77.8866,United States,US,USA,North Carolina,,247372.0,1840015576
2741,Chesapeake,Chesapeake,36.6778,-76.3023,United States,US,USA,Virginia,,247172.0,1840003874
2755,Glendale,Glendale,33.5791,-112.2311,United States,US,USA,Arizona,,245685.0,1840020563
2757,Garland,Garland,32.91,-96.6304,United States,US,USA,Texas,,245075.0,1840020707
2785,Kennewick,Kennewick,46.1978,-119.1732,United States,US,USA,Washington,,241230.0,1840018481
2791,Winter Haven,Winter Haven,28.0118,-81.7014,United States,US,USA,Florida,,240768.0,1840015970
2816,Scottsdale,Scottsdale,33.6872,-111.8651,United States,US,USA,Arizona,,238685.0,1840021940
2818,Norfolk,Norfolk,36.8945,-76.259,United States,US,USA,Virginia,,238556.0,1840003869
2821,Killeen,Killeen,31.0753,-97.7297,United States,US,USA,Texas,,238288.0,1840020854
2837,North Hempstead,North Hempstead,40.7912,-73.6688,United States,US,USA,New York,,236910.0,1840087737
2838,York,York,39.9651,-76.7315,United States,US,USA,Pennsylvania,,236818.0,1840001472
2839,Atlantic City,Atlantic City,39.3797,-74.4527,United States,US,USA,New Jersey,,236314.0,1840003798
2845,Nashua,Nashua,42.7491,-71.491,United States,US,USA,New Hampshire,,235982.0,1840002984
2847,Arlington,Arlington,38.8786,-77.1011,United States,US,USA,Virginia,,235764.0,1840006112
2848,Brownsville,Brownsville,25.9975,-97.458,United States,US,USA,Texas,,235735.0,1840019743
2895,Fremont,Fremont,37.5265,-121.9843,United States,US,USA,California,,231502.0,1840020292
2897,Gulfport,Gulfport,30.4274,-89.0704,United States,US,USA,Mississippi,,231423.0,1840013947
2939,Evansville,Evansville,37.9881,-87.5341,United States,US,USA,Indiana,,226788.0,1840013730
2966,Hialeah,Hialeah,25.8696,-80.3045,United States,US,USA,Florida,,224362.0,1840015157
2969,Navarre,Navarre,30.4174,-86.8907,United States,US,USA,Florida,,223951.0,1840027017
2983,Bel Air South,Bel Air South,39.5022,-76.3113,United States,US,USA,Maryland,,222834.0,1840073592
2995,North Port,North Port,27.0576,-82.1977,United States,US,USA,Florida,,221616.0,1840015120
3004,San Bernardino,San Bernardino,34.1416,-117.2943,United States,US,USA,California,,220821.0,1840021728
3005,Portland,Portland,43.6773,-70.2715,United States,US,USA,Maine,,220807.0,1840000327
3023,Enterprise,Enterprise,36.0091,-115.2278,United States,US,USA,Nevada,,219566.0,1840033827
3024,Bremerton,Bremerton,47.5436,-122.7121,United States,US,USA,Washington,,219538.0,1840018410
3026,Green Bay,Green Bay,44.5148,-87.9895,United States,US,USA,Wisconsin,,219472.0,1840002344
3042,Appleton,Appleton,44.278,-88.3892,United States,US,USA,Wisconsin,,218448.0,1840002400
3046,Babylon,Babylon,40.6925,-73.3586,United States,US,USA,New York,,217796.0,1840005142
3050,Spring Valley,Spring Valley,36.0952,-115.2636,United States,US,USA,Nevada,,217441.0,1840033832
3053,Tacoma,Tacoma,47.2431,-122.4531,United States,US,USA,Washington,,217332.0,1840021129
3072,Spartanburg,Spartanburg,34.9442,-81.9251,United States,US,USA,South Carolina,,216021.0,1840015482
3077,Roanoke,Roanoke,37.2785,-79.9581,United States,US,USA,Virginia,,215781.0,1840003858
3104,Gainesville,Gainesville,29.6804,-82.3459,United States,US,USA,Florida,,213287.0,1840014022
3115,Deltona,Deltona,28.905,-81.2137,United States,US,USA,Florida,,212616.0,1840015072
3127,Kalamazoo,Kalamazoo,42.2749,-85.5882,United States,US,USA,Michigan,,212033.0,1840003185
3138,Thousand Oaks,Thousand Oaks,34.1914,-118.8756,United States,US,USA,California,,211045.0,1840021844
3139,Hickory,Hickory,35.741,-81.3223,United States,US,USA,North Carolina,,211042.0,1840014524
3159,Yonkers,Yonkers,40.9466,-73.8673,United States,US,USA,New York,,209730.0,1840003478
3173,Moreno Valley,Moreno Valley,33.9244,-117.2045,United States,US,USA,California,,208371.0,1840020552
3178,Fontana,Fontana,34.0968,-117.4599,United States,US,USA,California,,208087.0,1840020402
3185,College Station,College Station,30.5852,-96.2959,United States,US,USA,Texas,,207514.0,1840019570
3189,Fargo,Fargo,46.8651,-96.8292,United States,US,USA,North Dakota,,207310.0,1840000177
3224,Amarillo,Amarillo,35.1984,-101.8316,United States,US,USA,Texas,,204357.0,1840019156
3230,Huntington,Huntington,40.8521,-73.3823,United States,US,USA,New York,,204147.0,1840058192
3262,Norwich,Norwich,41.5495,-72.0882,United States,US,USA,Connecticut,,201726.0,1840004828
3275,Olympia,Olympia,47.0417,-122.8959,United States,US,USA,Washington,admin,200836.0,1840019865
3289,Waterbury,Waterbury,41.5582,-73.0361,United States,US,USA,Connecticut,,199552.0,1840004851
3292,Salinas,Salinas,36.6883,-121.6317,United States,US,USA,California,,199290.0,1840021632
3293,Huntington,Huntington,38.4109,-82.4345,United States,US,USA,West Virginia,,199133.0,1840006211
3299,Huntington Beach,Huntington Beach,33.696,-118.0018,United States,US,USA,California,,198735.0,1840020578
3300,Clarksville,Clarksville,36.5692,-87.3413,United States,US,USA,Tennessee,,198689.0,1840014421
3309,Santa Barbara,Santa Barbara,34.4285,-119.7202,United States,US,USA,California,,198240.0,1840021829
3341,Glendale,Glendale,34.1819,-118.2468,United States,US,USA,California,,196512.0,1840020483
3344,Sunrise Manor,Sunrise Manor,36.1783,-115.0487,United States,US,USA,Nevada,,196411.0,1840033833
3351,Grand Prairie,Grand Prairie,32.6871,-97.0208,United States,US,USA,Texas,,195992.0,1840020709
3364,Overland Park,Overland Park,38.887,-94.687,United States,US,USA,Kansas,,195249.0,1840003834
3373,Hagerstown,Hagerstown,39.6401,-77.7217,United States,US,USA,Maryland,,194602.0,1840005613
3375,Nampa,Nampa,43.5844,-116.5638,United States,US,USA,Idaho,,194547.0,1840020041
3381,Gastonia,Gastonia,35.2494,-81.1854,United States,US,USA,North Carolina,,194190.0,1840013468
3397,Frisco,Frisco,33.156,-96.8216,United States,US,USA,Texas,,193140.0,1840020654
3403,Cedar Rapids,Cedar Rapids,41.9662,-91.6783,United States,US,USA,Iowa,,192714.0,1840000471
3421,Hemet,Hemet,33.7341,-116.9969,United States,US,USA,California,,191170.0,1840020550
3441,Paradise,Paradise,36.0872,-115.1355,United States,US,USA,Nevada,,189852.0,1840033743
3446,Sioux Falls,Sioux Falls,43.5396,-96.7311,United States,US,USA,South Dakota,,189258.0,1840002648
3459,Vancouver,Vancouver,45.6366,-122.5967,United States,US,USA,Washington,,188331.0,1840021189
3471,Peoria,Peoria,33.7843,-112.2989,United States,US,USA,Arizona,,187733.0,1840020567
3480,Waco,Waco,31.5599,-97.1882,United States,US,USA,Texas,,187172.0,1840022140
3485,Lorain,Lorain,41.4409,-82.184,United States,US,USA,Ohio,,186500.0,1840000644
3486,Erie,Erie,42.1167,-80.0733,United States,US,USA,Pennsylvania,,186489.0,1840000478
3505,Newport News,Newport News,37.1051,-76.5185,United States,US,USA,Virginia,,185069.0,1840003862
3526,Aurora,Aurora,41.7638,-88.2902,United States,US,USA,Illinois,,183447.0,1840007034
3545,Fort Lauderdale,Fort Lauderdale,26.1412,-80.1464,United States,US,USA,Florida,,182247.0,1840014236
3549,Vallejo,Vallejo,38.1125,-122.2342,United States,US,USA,California,,181882.0,1840021499
3560,Murfreesboro,Murfreesboro,35.849,-86.4121,United States,US,USA,Tennessee,,181450.0,1840014495
3596,Spring Hill,Spring Hill,28.4798,-82.53,United States,US,USA,Florida,,179668.0,1840014105
3609,Tempe,Tempe,33.3881,-111.9319,United States,US,USA,Arizona,,178862.0,1840021942
3610,High Point,High Point,35.991,-79.9937,United States,US,USA,North Carolina,,178800.0,1840014479
3614,Medford,Medford,42.3372,-122.854,United States,US,USA,Oregon,,178457.0,1840020076
3621,Danbury,Danbury,41.4015,-73.4709,United States,US,USA,Connecticut,,177722.0,1840004837
3661,Elk Grove,Elk Grove,38.4161,-121.3842,United States,US,USA,California,,175510.0,1840020245
3670,Ontario,Ontario,34.0393,-117.6064,United States,US,USA,California,,175223.0,1840020410
3673,Frederick,Frederick,39.4337,-77.4141,United States,US,USA,Maryland,,175032.0,1840005710
3679,Vero Beach South,Vero Beach South,27.6132,-80.4163,United States,US,USA,Florida,,174748.0,1840073853
3682,Ocala,Ocala,29.178,-82.1511,United States,US,USA,Florida,,174618.0,1840015067
3685,Oceanside,Oceanside,33.2247,-117.3083,United States,US,USA,California,,174461.0,1840020623
3695,Rancho Cucamonga,Rancho Cucamonga,34.1247,-117.5667,United States,US,USA,California,,173946.0,1840020411
3717,Garden Grove,Garden Grove,33.7787,-117.9601,United States,US,USA,California,,172708.0,1840020577
3734,Cary,Cary,35.7819,-78.8195,United States,US,USA,North Carolina,,171603.0,1840016196
3754,Pembroke Pines,Pembroke Pines,26.0128,-80.3382,United States,US,USA,Florida,,170346.0,1840015141
3793,Palmdale,Palmdale,34.5944,-118.1057,United States,US,USA,California,,167987.0,1840020502
3800,Manchester,Manchester,42.9848,-71.4447,United States,US,USA,New Hampshire,,167568.0,1840002983
3813,Lafayette,Lafayette,40.3991,-86.8593,United States,US,USA,Indiana,,166793.0,1840008354
3830,Santa Cruz,Santa Cruz,36.9789,-122.0346,United States,US,USA,California,,165933.0,1840021579
3856,Marysville,Marysville,48.0809,-122.1561,United States,US,USA,Washington,,164655.0,1840019789
3862,Muskegon,Muskegon,43.2281,-86.2562,United States,US,USA,Michigan,,164136.0,1840002870
